split,snapshot_time,score_family,top_k,horizon_min,paired_sessions,leader_session_avg_atr,bottom_session_avg_atr,spread_atr,spread_ci_low,spread_ci_high,positive_spread_session_rate
DEV,12:00,MOMENTUM_ONLY,1,60,447,-0.0669059025691676,-0.08766261362992353,0.020756711060755873,-0.18931564942096835,0.24533406296143503,0.49440715883668906
DEV,12:00,MOMENTUM_ONLY,1,120,447,0.043101844059722665,-0.01421689984684093,0.057318743906563566,-0.2235274496022676,0.32891168447987457,0.4451901565995526
DEV,12:00,MOMENTUM_ONLY,3,60,449,0.06424469768613095,-0.09137907548278718,0.1556237731689181,0.021496128156854845,0.3012049506618726,0.5389755011135857
DEV,12:00,MOMENTUM_ONLY,3,120,449,0.17763731933583973,-0.01676656847997972,0.1944038878158194,0.01128086374974461,0.3702068991099825,0.4922048997772829
DEV,12:00,MOMENTUM_ONLY,5,60,449,0.02523433992148921,-0.09137907548278718,0.11661341540427639,0.012162195704059965,0.23758917092529205,0.5657015590200446
DEV,12:00,MOMENTUM_ONLY,5,120,449,0.14812326565398745,-0.01676656847997972,0.16488983413396716,0.009269191937454577,0.3084453346129904,0.5100222717149221
DEV,12:00,MOMENTUM_VOLUME,1,60,439,0.020997699767224084,-0.09888204544886922,0.11987974521609326,-0.11350820734126987,0.3899228583689301,0.4874715261958998
DEV,12:00,MOMENTUM_VOLUME,1,120,439,0.07103523596248812,-0.026584288192698445,0.09761952415518657,-0.22163271978690324,0.4062812879462429,0.4510250569476082
DEV,12:00,MOMENTUM_VOLUME,3,60,439,0.0014678935387554284,-0.09888204544886922,0.10034993898762465,-0.04985965286730103,0.26430055546382103,0.510250569476082
DEV,12:00,MOMENTUM_VOLUME,3,120,439,0.034746462224472176,-0.026584288192698445,0.06133075041717064,-0.11659808427412621,0.2543797249267663,0.46697038724373574
DEV,12:00,MOMENTUM_VOLUME,5,60,439,0.0037920100529425854,-0.09888204544886922,0.10267405550181183,-0.006835527346069574,0.20618445005421657,0.5398633257403189
DEV,12:00,MOMENTUM_VOLUME,5,120,439,0.05273610064201605,-0.026584288192698445,0.07932038883471447,-0.06750357478696808,0.23004618611511243,0.4874715261958998
DEV,12:00,QUALITY_3,1,60,439,0.16115049215909605,-0.10181283845290735,0.26296333061200333,-0.010161070148153734,0.5587498662945434,0.49430523917995445
DEV,12:00,QUALITY_3,1,120,439,0.23736113416829518,-0.034876766104552655,0.2722379002728479,-0.06121996146830119,0.5791938116783274,0.46924829157175396
DEV,12:00,QUALITY_3,3,60,439,0.05760362050702867,-0.10181283845290735,0.15941645895993597,0.02252556390730671,0.30103429795719644,0.5239179954441914
DEV,12:00,QUALITY_3,3,120,439,0.07731726837364936,-0.034876766104552655,0.11219403447820192,-0.06525540241573734,0.2953876809051511,0.5170842824601367
DEV,12:00,QUALITY_3,5,60,439,0.057552084422895486,-0.10181283845290735,0.1593649228758028,0.04203794026934422,0.272049729588516,0.5444191343963554
DEV,12:00,QUALITY_3,5,120,439,0.13283566772079444,-0.034876766104552655,0.16771243382534717,0.023753716335722885,0.3257392439304232,0.530751708428246
DEV,12:00,FULL_4,1,60,439,0.15615993911850298,-0.10186333575151581,0.2580232748700188,0.024035903699522264,0.49117757391873385,0.46697038724373574
DEV,12:00,FULL_4,1,120,439,0.15255797515246555,-0.022141967244823053,0.17469994239728862,-0.1211020518508592,0.4689562080415745,0.46697038724373574
DEV,12:00,FULL_4,3,60,439,0.06798056070685157,-0.10186333575151581,0.16984389645836742,0.045790160103469965,0.2914090107255147,0.5284738041002278
DEV,12:00,FULL_4,3,120,439,0.11186837167906469,-0.022141967244823053,0.13401033892388778,-0.04977113651803549,0.3193181028845028,0.5148063781321185
DEV,12:00,FULL_4,5,60,439,0.048085554898708104,-0.10186333575151581,0.14994889065022393,0.03519465457160057,0.25274831268448733,0.5375854214123007
DEV,12:00,FULL_4,5,120,439,0.11814214586460751,-0.022141967244823053,0.1402841131094306,-0.01356433395874379,0.30324947322286366,0.5239179954441914
VALIDATION,09:45,MOMENTUM_ONLY,1,60,125,-0.19354162865068614,-0.07044638179459244,-0.12309524685609369,-0.4188980951635101,0.17050553965807508,0.48
VALIDATION,09:45,MOMENTUM_ONLY,1,120,125,-0.06988036768862374,-0.13033087836770607,0.060450510679082296,-0.29545574280598097,0.42197260821034394,0.496
VALIDATION,09:45,MOMENTUM_ONLY,3,60,125,-0.09913702645635808,-0.07044638179459244,-0.028690644661765668,-0.2236670538013768,0.16180997253217178,0.472
VALIDATION,09:45,MOMENTUM_ONLY,3,120,125,0.024638624606848986,-0.13033087836770607,0.15496950297455503,-0.10631878392001344,0.40679228874781065,0.544
VALIDATION,09:45,MOMENTUM_ONLY,5,60,125,-0.14291887699289677,-0.07044638179459244,-0.07247249519830436,-0.22985168524088537,0.08359018974978803,0.48
