split,snapshot_time,score_family,top_k,horizon_min,paired_sessions,leader_session_avg_atr,bottom_session_avg_atr,spread_atr,spread_ci_low,spread_ci_high,positive_spread_session_rate
VALIDATION,10:30,MOMENTUM_ONLY,3,60,125,0.06258909908110405,-0.06500560788213666,0.12759470696324077,-0.04857174610947812,0.29972944338286994,0.544
VALIDATION,10:30,MOMENTUM_ONLY,3,120,125,0.1953422413034563,-0.022559013321648332,0.21790125462510462,-0.03315299216501652,0.46944351863617745,0.536
VALIDATION,10:30,MOMENTUM_ONLY,5,60,125,0.00873241314616138,-0.06500560788213666,0.07373802102829805,-0.06256101190147628,0.22091610048556984,0.552
VALIDATION,10:30,MOMENTUM_ONLY,5,120,125,0.13090119953083154,-0.022559013321648332,0.15346021285247988,-0.05622972304238171,0.3730494614041205,0.568
VALIDATION,10:30,MOMENTUM_VOLUME,1,60,125,-0.1008953238344308,-0.07686137571647605,-0.024033948117954715,-0.3629955499821315,0.353248566890432,0.424
VALIDATION,10:30,MOMENTUM_VOLUME,1,120,125,0.1082814622846902,-0.023940490693819722,0.13222195297850997,-0.2713854086074864,0.5686546320961674,0.48
VALIDATION,10:30,MOMENTUM_VOLUME,3,60,125,-0.06142801912737168,-0.07686137571647605,0.015433356589104394,-0.1616825110967167,0.20674498528847648,0.472
VALIDATION,10:30,MOMENTUM_VOLUME,3,120,125,0.0540122657017446,-0.023940490693819722,0.07795275639556427,-0.1822896579154326,0.3629616871400013,0.44
VALIDATION,10:30,MOMENTUM_VOLUME,5,60,125,-0.027432030291283337,-0.07686137571647605,0.04942934542519273,-0.09284520820087042,0.21404613289523017,0.528
VALIDATION,10:30,MOMENTUM_VOLUME,5,120,125,0.0635636671033084,-0.023940490693819722,0.08750415779712808,-0.12734056917296216,0.2864660899421195,0.504
VALIDATION,10:30,QUALITY_3,1,60,125,-0.051207362657862576,-0.07922897855968232,0.028021615901819764,-0.3121284223253661,0.4129711889929989,0.464
VALIDATION,10:30,QUALITY_3,1,120,125,0.13616350601115298,-0.031034617893033165,0.16719812390418623,-0.249445482304823,0.6155957508070001,0.488
VALIDATION,10:30,QUALITY_3,3,60,125,0.014464715306565335,-0.07922897855968232,0.09369369386624764,-0.08619587688478089,0.28295117774388506,0.536
VALIDATION,10:30,QUALITY_3,3,120,125,0.2059881325701158,-0.031034617893033165,0.237022750463149,-0.008454268154858793,0.5235663247825435,0.568
VALIDATION,10:30,QUALITY_3,5,60,125,-0.0228249656403054,-0.07922897855968232,0.056404012919376946,-0.0798667478523366,0.21177100479073732,0.512
VALIDATION,10:30,QUALITY_3,5,120,125,0.10595460497346919,-0.031034617893033165,0.1369892228665024,-0.07695846186933127,0.3409375855371557,0.536
VALIDATION,10:30,FULL_4,1,60,125,-0.13940070691042772,-0.09270849325081518,-0.04669221365961257,-0.3494908467407647,0.26949776185631324,0.464
VALIDATION,10:30,FULL_4,1,120,125,-0.05816680817104981,-0.04376995138023886,-0.014396856790810921,-0.40043958542628344,0.3735996450182464,0.496
VALIDATION,10:30,FULL_4,3,60,125,0.057221748768106984,-0.09270849325081518,0.1499302420189221,-0.07597789028222246,0.3630540381946672,0.504
VALIDATION,10:30,FULL_4,3,120,125,0.1173179512499636,-0.04376995138023886,0.16108790263020253,-0.13037718603683734,0.4516068912060744,0.52
VALIDATION,10:30,FULL_4,5,60,125,0.03242116793314161,-0.09270849325081518,0.12512966118395683,-0.014455441763109488,0.2844196368345312,0.584
VALIDATION,10:30,FULL_4,5,120,125,0.04754421277622276,-0.04376995138023886,0.09131416415646164,-0.13398766547040097,0.32766354112802615,0.504
VALIDATION,11:00,MOMENTUM_ONLY,1,60,125,0.34042435382713515,-0.11244355373761841,0.45286790756475365,0.12449310153359029,0.8094304430085986,0.56
VALIDATION,11:00,MOMENTUM_ONLY,1,120,125,0.3341873547487617,0.05203761637590004,0.2821497383728616,-0.15230022011699004,0.7339503180288148,0.496
VALIDATION,11:00,MOMENTUM_ONLY,3,60,125,0.07322672280032197,-0.11244355373761841,0.18567027653794044,-0.04688945854128813,0.4161113014504352,0.552
VALIDATION,11:00,MOMENTUM_ONLY,3,120,125,0.1741097420848166,0.05203761637590004,0.12207212570891657,-0.19919626324462772,0.45104190682995216,0.464
VALIDATION,11:00,MOMENTUM_ONLY,5,60,125,0.04663307150229563,-0.11244355373761841,0.1590766252399141,-0.010414757342249203,0.330207184517412,0.592
VALIDATION,11:00,MOMENTUM_ONLY,5,120,125,0.20214484346377504,0.05203761637590004,0.15010722708787497,-0.08660558425322235,0.3963095870153521,0.536
VALIDATION,11:00,MOMENTUM_VOLUME,1,60,125,0.12130347991434878,-0.09449707416942703,0.21580055408377583,-0.171135882373143,0.5888363984761283,0.544
VALIDATION,11:00,MOMENTUM_VOLUME,1,120,125,0.31188062359562024,0.06225761337379504,0.2496230102218252,-0.2534742975344849,0.756188732132316,0.544
VALIDATION,11:00,MOMENTUM_VOLUME,3,60,125,0.09103452635956784,-0.09449707416942703,0.18553160052899484,-0.08027206121147273,0.4381525489648694,0.528
VALIDATION,11:00,MOMENTUM_VOLUME,3,120,125,0.32428777529291175,0.06225761337379504,0.26203016191911666,-0.05167446651775043,0.6136826170886707,0.512
VALIDATION,11:00,MOMENTUM_VOLUME,5,60,125,0.0065528514765234355,-0.09449707416942703,0.10104992564595042,-0.09708805419194709,0.3089291620398454,0.568
VALIDATION,11:00,MOMENTUM_VOLUME,5,120,125,0.20369512302425904,0.06225761337379504,0.141437509650464,-0.1544787705076873,0.4162594256973843,0.512
VALIDATION,11:00,QUALITY_3,1,60,125,0.0007616244025698844,-0.10766650362438258,0.1084281280269524,-0.268853943262673,0.4805055080805313,0.544
VALIDATION,11:00,QUALITY_3,1,120,125,0.21766065660810494,0.03916041504209557,0.17850024156600947,-0.36758757063814435,0.7025349995094515,0.552
VALIDATION,11:00,QUALITY_3,3,60,125,-0.03577355506103452,-0.10766650362438258,0.07189294856334807,-0.1540285062993117,0.2963221802473791,0.528
VALIDATION,11:00,QUALITY_3,3,120,125,0.12063447459676134,0.03916041504209557,0.08147405955466579,-0.22021793644356844,0.38268123040676805,0.52
VALIDATION,11:00,QUALITY_3,5,60,125,-0.018449910291656414,-0.10766650362438258,0.08921659333272614,-0.0975791209964067,0.27304889853998815,0.56
VALIDATION,11:00,QUALITY_3,5,120,125,0.15159277665007329,0.03916041504209557,0.11243236160797768,-0.15978071991882004,0.4043574571620072,0.496
VALIDATION,11:00,FULL_4,1,60,125,0.3171899549419917,-0.0886214284439861,0.4058113833859779,0.02461253273409124,0.7751548381796614,0.52
VALIDATION,11:00,FULL_4,1,120,125,0.6452655261629708,0.05464010264689266,0.5906254235160783,0.03668111990562786,1.181793915012399,0.52
VALIDATION,11:00,FULL_4,3,60,125,0.10960719736622523,-0.0886214284439861,0.19822862581021133,-0.06295825775684197,0.44442074458293235,0.52
VALIDATION,11:00,FULL_4,3,120,125,0.289112500137284,0.05464010264689266,0.2344723974903915,-0.09869136624327282,0.6001955948454767,0.528
VALIDATION,11:00,FULL_4,5,60,125,0.018854070104228043,-0.0886214284439861,0.10747549854821414,-0.0714107410281086,0.31354286307490187,0.496
VALIDATION,11:00,FULL_4,5,120,125,0.19600850975288964,0.05464010264689266,0.14136840710599693,-0.12811128465018984,0.4180798110733549,0.536
VALIDATION,12:00,MOMENTUM_ONLY,1,60,125,0.04826534959866656,0.18394287806693108,-0.13567752846826453,-0.44242252137333676,0.18307975858422604,0.472
VALIDATION,12:00,MOMENTUM_ONLY,1,120,125,-0.24729420180505204,0.053528575935185105,-0.300822777740237,-0.8689905267901508,0.22986803882470305,0.48
VALIDATION,12:00,MOMENTUM_ONLY,3,60,125,0.13152746508775842,0.18394287806693108,-0.052415412979172675,-0.2735291789350814,0.17146800795670644,0.488
VALIDATION,12:00,MOMENTUM_ONLY,3,120,125,-0.14886609614684795,0.053528575935185105,-0.20239467208203307,-0.5121238512399875,0.15373899977242214,0.44
VALIDATION,12:00,MOMENTUM_ONLY,5,60,125,0.09668756037890429,0.18394287806693108,-0.08725531768802679,-0.28602178121448707,0.13741372029633028,0.464
VALIDATION,12:00,MOMENTUM_ONLY,5,120,125,-0.14175246020864501,0.053528575935185105,-0.19528103614383008,-0.4705719286697232,0.1117252890031599,0.432
VALIDATION,12:00,MOMENTUM_VOLUME,1,60,125,0.1506206399224834,0.15124728137143992,-0.0006266414489565406,-0.3614254977405205,0.416433990690826,0.496
VALIDATION,12:00,MOMENTUM_VOLUME,1,120,125,-0.059464797168867774,0.0009205645740203767,-0.06038536174288818,-0.622464120594068,0.5453106814531404,0.464
VALIDATION,12:00,MOMENTUM_VOLUME,3,60,125,0.06818755938925615,0.15124728137143992,-0.08305972198218382,-0.3150292769530458,0.1716009064259842,0.456
VALIDATION,12:00,MOMENTUM_VOLUME,3,120,125,-0.1411282145682694,0.0009205645740203767,-0.14204877914228975,-0.4676545702669737,0.21455340914806445,0.456
VALIDATION,12:00,MOMENTUM_VOLUME,5,60,125,0.1060819272382881,0.15124728137143992,-0.04516535413315182,-0.26063022671970376,0.17686163963538046,0.448
VALIDATION,12:00,MOMENTUM_VOLUME,5,120,125,-0.04904193120932492,0.0009205645740203767,-0.04996249578334527,-0.30354680918952176,0.24184488404746712,0.48
VALIDATION,12:00,QUALITY_3,1,60,125,0.15455821504478393,0.16171322411113162,-0.007155009066347707,-0.3953568106925561,0.39786813779343494,0.448
VALIDATION,12:00,QUALITY_3,1,120,125,0.10271986917152458,0.02724785524276855,0.075472013928756,-0.4402874894118783,0.6334178533744568,0.488
VALIDATION,12:00,QUALITY_3,3,60,125,0.01845245774397707,0.16171322411113162,-0.14326076636715457,-0.38071572069225074,0.1117568686315696,0.48
VALIDATION,12:00,QUALITY_3,3,120,125,-0.1435341279912284,0.02724785524276855,-0.17078198323399693,-0.47507644997686943,0.18069391573429652,0.432
VALIDATION,12:00,QUALITY_3,5,60,125,0.16527392990361026,0.16171322411113162,0.003560705792478642,-0.2061671452225208,0.22167009456922143,0.504
VALIDATION,12:00,QUALITY_3,5,120,125,-0.0651834763622979,0.02724785524276855,-0.09243133160506638,-0.3633672329329202,0.2050192783849316,0.392
VALIDATION,12:00,FULL_4,1,60,125,0.2247904941854145,0.1448730574607395,0.07991743672467501,-0.3450176364904523,0.5655970808182306,0.512
VALIDATION,12:00,FULL_4,1,120,125,-0.03725226020623721,-0.00431816355760131,-0.03293409664863592,-0.5647842093285129,0.5337086616858663,0.504
VALIDATION,12:00,FULL_4,3,60,125,0.1431215144782561,0.1448730574607395,-0.0017515429824834143,-0.26025766097093367,0.26873150372556626,0.424
VALIDATION,12:00,FULL_4,3,120,125,-0.04916808719491822,-0.00431816355760131,-0.04484992363731693,-0.377692002837207,0.28382089483100376,0.472
VALIDATION,12:00,FULL_4,5,60,125,0.08632923391914854,0.1448730574607395,-0.05854382354159092,-0.2531723992652628,0.15078393846538107,0.472
VALIDATION,12:00,FULL_4,5,120,125,-0.08949057139862784,-0.00431816355760131,-0.0851724078410265,-0.3514237297757609,0.18810807639996116,0.472
