split,snapshot_time,score_family,top_k,horizon_min,events,sessions,avg_fwd_atr,median_fwd_atr,positive_rate,session_avg_fwd_atr,session_ci_low,session_ci_high
DEV,11:00,MOMENTUM_VOLUME,5,60,2195,439,0.10035138873720065,-0.019971469329556516,0.48838268792710704,0.10035138873720062,-0.0029424090831928367,0.21084458390931599
DEV,11:00,MOMENTUM_VOLUME,5,120,2195,439,0.08822283398320406,-0.06060606060607522,0.475626423690205,0.08822283398320406,-0.05338169063824772,0.24885565865716225
DEV,11:00,QUALITY_3,1,30,439,439,0.04123726549488324,-0.09655172413792554,0.45785876993166286,0.04123726549488324,-0.09638233681136742,0.18351653984969982
DEV,11:00,QUALITY_3,1,60,439,439,-0.02241215274252626,-0.0595491280306254,0.4715261958997722,-0.02241215274252625,-0.2093548274638143,0.17688419564110025
DEV,11:00,QUALITY_3,1,120,439,439,-0.09480101198167958,-0.34927234927236156,0.428246013667426,-0.09480101198167955,-0.3473245272695766,0.17105707201041787
DEV,11:00,QUALITY_3,3,30,1317,439,0.043473720388822135,-0.04354587869360874,0.4776006074411541,0.043473720388822155,-0.044532099567241586,0.13389292754294604
DEV,11:00,QUALITY_3,3,60,1317,439,0.05222289864041092,-0.06402439024389305,0.4806378132118451,0.05222289864041093,-0.0815217621328073,0.19694064496970015
DEV,11:00,QUALITY_3,3,120,1317,439,0.04191550882187666,-0.15709395207303678,0.4677296886864085,0.041915508821876626,-0.11993415310245026,0.21275668556489882
DEV,11:00,QUALITY_3,5,30,2195,439,0.045103094401170274,-0.058682634730523514,0.47289293849658315,0.04510309440117027,-0.0349463987178155,0.11825113761652496
DEV,11:00,QUALITY_3,5,60,2195,439,0.056188153571353205,-0.07349081364829378,0.47425968109339406,0.056188153571353226,-0.05560527751589725,0.1741053950133262
DEV,11:00,QUALITY_3,5,120,2195,439,0.038391486095193224,-0.1904761904761798,0.4624145785876993,0.03839148609519324,-0.10293706266952284,0.19276216955112674
DEV,11:00,FULL_4,1,30,439,439,0.03305938541695716,-0.04354587869360874,0.4646924829157175,0.03305938541695717,-0.11042644058054539,0.17468144497901406
DEV,11:00,FULL_4,1,60,439,439,0.135269050503053,0.0,0.49430523917995445,0.13526905050305302,-0.05549833331799552,0.34020302625187143
DEV,11:00,FULL_4,1,120,439,439,0.12201273826989205,-0.2028985507246347,0.46924829157175396,0.12201273826989206,-0.13793726206222617,0.40521127118369643
DEV,11:00,FULL_4,3,30,1316,439,0.0185062222724636,-0.0606728792055137,0.46808510638297873,0.018395686826168357,-0.06835624162757913,0.10528517880271362
