trades,wins,losses,win_rate,gross_pnl,charges,net_pnl,return_pct,profit_factor,expectancy_r,avg_win,avg_loss,max_drawdown,max_drawdown_pct,sharpe_daily,max_consecutive_losses,strategy_gap_min_pct,strategy_opening_range_minutes,strategy_rvol_min,strategy_rvol_lookback_days,strategy_daily_sma_days,strategy_atr_period,strategy_stop_mode,strategy_atr_multiple,strategy_target_r,strategy_earliest_entry,strategy_latest_entry,backtest_initial_capital,backtest_risk_pct,backtest_max_trades_per_day,backtest_slippage_bps_each_side
111,39,72,0.35135135135135137,-54120.090363284355,32325.70228379331,-86445.79264707767,-17.289158529415534,0.6054221637392654,-0.31649573705477174,3400.9863019300087,-3042.8369225326114,-99558.7534362661,-19.69057035364184,-5.457152158646894,12,1.0,15,1.5,20,200,14,atr,1.5,2.0,09:30,14:45,500000.0,0.005,3,5.0
