trades,total_net_pnl,gross_positive_pnl,top_1_trade_pnl,top_3_trades_pnl,top_5_trades_pnl,top_symbol_pnl,top_1_trade_share_of_positive_pnl,top_3_trade_share_of_positive_pnl,top_5_trade_share_of_positive_pnl,top_symbol_share_of_positive_pnl
71,-35032.651575127704,91689.76130740877,4696.502534212181,13771.268276561459,22715.354405748054,12716.055026084598,0.05122166823475732,0.15019417741082836,0.24774144988326624,0.1386856596065444
