trades,wins,losses,win_rate,gross_pnl,charges,net_pnl,return_pct,profit_factor,expectancy_r,avg_win,avg_loss,max_drawdown,max_drawdown_pct,sharpe_daily,max_consecutive_losses,avg_realized_r,avg_mfe_r,avg_mae_r,avg_duration_minutes,strategy_gap_min_pct,strategy_opening_range_minutes,strategy_rvol_min,strategy_rvol_lookback_days,strategy_daily_sma_days,strategy_atr_period,strategy_stop_mode,strategy_atr_multiple,strategy_target_r,strategy_earliest_entry,strategy_latest_entry,backtest_initial_capital,backtest_risk_pct,backtest_max_trades_per_day,backtest_slippage_bps_each_side
19,10,9,0.5263157894736842,8256.008297464767,3804.87568146465,4451.132616000114,0.8902265232000227,1.1953246261531374,0.09325272601911469,2723.951677248821,-2532.0426840542327,-9341.856377567106,-1.8182140624118301,1.13225751396285,3,0.09325272601911469,1.1482177251028844,-0.7643595573072498,168.94736842105263,1.5,15,3.0,20,200,14,atr,1.5,2.0,09:30,14:45,500000.0,0.005,1,5.0
