entry_time_bucket,trades,net_pnl,avg_r
09:35,2,5527.266750392245,1.1078054577862058
09:45,1,1681.1684196291794,0.6744367230830737
09:50,1,359.4127098513336,0.14405638653358857
09:55,2,4076.9144079580647,0.8159313792501963
10:00,1,4532.663645940649,1.8168679033454147
10:05,1,-2894.0453489415777,-1.1565739185530086
10:10,1,-2695.485637721015,-1.0803163049731732
10:15,1,527.7475281226552,0.21227791179492045
10:20,1,4605.437842625995,1.8444939294188032
10:30,3,-5155.237004701242,-0.6933276018158084
10:55,1,-3002.1031823309336,-1.2016927580866616
11:00,1,-3034.7076489513856,-1.2114342318119495
11:30,1,-2981.4485476190976,-1.2021692952543401
12:05,1,4490.139086011494,1.8081703759232712
14:25,1,-1586.590404266251,-0.643805795682137
