candidate_symbol_sessions_entered,actual_trades,signal_bars_on_entered_sessions,target_exits,stop_exits,eod_exits,avg_winner_r,avg_loser_r,avg_realized_r,avg_mfe_r,avg_mae_r,avg_winner_duration_minutes,avg_loser_duration_minutes
19,19,207,5,7,7,1.0926066497084543,-1.0171405225245957,0.09325272601911469,1.1482177251028844,-0.7643595573072498,216.0,116.66666666666667
