exit_reason,trades,pct,net_pnl,avg_net_r,avg_gross_r,avg_duration_minutes
EOD,7,0.3684210526315789,2173.674380700503,0.12346453636024843,0.19926206242450956,288.57142857142856
STOP,7,0.3684210526315789,-20582.205625967727,-1.180304363909461,-1.094620526799528,94.28571428571429
TARGET,5,0.2631578947368421,22859.663861267338,1.8339361174415338,1.9136096479070563,106.0
