split,snapshot_time,cohort,events,avg_excess_vs_median_pct,avg_rvol,above_vwap_rate,horizon_min,avg_fwd_atr,median_fwd_atr,positive_rate,ci_low,ci_high
VALIDATION,10:30,TOP20,2534,1.1880935624991031,1.6698033288438945,0.7988165680473372,120,0.0627466847433809,-0.09195427092322792,0.48066298342541436,-0.023910732019407178,0.15968456922879856
VALIDATION,11:00,TOP5,660,2.071225625240584,2.6073438980642334,0.9045454545454545,15,0.012812308738697592,-0.08759590792837371,0.4484848484848485,-0.07176306101065057,0.09225505169679848
VALIDATION,11:00,TOP5,660,2.071225625240584,2.6073438980642334,0.9045454545454545,30,0.033577658941619175,-0.0655800370983089,0.4727272727272727,-0.07208487149441073,0.14852955714527014
VALIDATION,11:00,TOP5,660,2.071225625240584,2.6073438980642334,0.9045454545454545,60,0.024446589426293963,0.0,0.49696969696969695,-0.1251552118192826,0.18300791440845393
VALIDATION,11:00,TOP5,660,2.071225625240584,2.6073438980642334,0.9045454545454545,120,0.14116902769235223,0.042020663834715824,0.503030303030303,-0.06810064356400942,0.3339390346613361
VALIDATION,11:00,TOP10,1285,1.6764816382847492,2.0429326150476,0.8754863813229572,15,-0.0009200775393060444,-0.08127721335270316,0.4490272373540856,-0.0599854805644758,0.06310449039848318
VALIDATION,11:00,TOP10,1285,1.6764816382847492,2.0429326150476,0.8754863813229572,30,0.013216213104481915,-0.055776892430228105,0.4778210116731518,-0.07074514912793858,0.09293895575950967
VALIDATION,11:00,TOP10,1285,1.6764816382847492,2.0429326150476,0.8754863813229572,60,0.034936733705739485,-0.03733333333338381,0.4848249027237354,-0.07420486947052335,0.1435202120454302
VALIDATION,11:00,TOP10,1285,1.6764816382847492,2.0429326150476,0.8754863813229572,120,0.19779735655928535,0.072538860103562,0.5105058365758754,0.03555825937732456,0.3448583169471741
VALIDATION,11:00,TOP20,2534,1.2606083152310759,1.5810580471014948,0.8047337278106509,15,-0.024688737270174566,-0.07291666666667487,0.45343330702446727,-0.06664009359067168,0.011812383357715643
VALIDATION,11:00,TOP20,2534,1.2606083152310759,1.5810580471014948,0.8047337278106509,30,-0.029922614045643562,-0.07263893188333694,0.4676400947119179,-0.08616382997728181,0.02409743779145127
VALIDATION,11:00,TOP20,2534,1.2606083152310759,1.5810580471014948,0.8047337278106509,60,-0.006762278302092669,-0.0834993359893311,0.47000789265982634,-0.0922669306339716,0.06777261308016497
VALIDATION,11:00,TOP20,2534,1.2606083152310759,1.5810580471014948,0.8047337278106509,120,0.1107728650563414,0.0,0.4936858721389108,0.00801285532059425,0.2139180312908502
VALIDATION,12:00,TOP5,660,2.2856769386442264,2.506458549359928,0.8954545454545455,15,-0.018707479003371757,-0.024114673663317838,0.4666666666666667,-0.099100659950058,0.061023141163368017
VALIDATION,12:00,TOP5,660,2.2856769386442264,2.506458549359928,0.8954545454545455,30,0.006738583095260377,0.0,0.4863636363636364,-0.10858711098581773,0.11325494397908314
VALIDATION,12:00,TOP5,660,2.2856769386442264,2.506458549359928,0.8954545454545455,60,0.09920608421093087,0.0,0.49242424242424243,-0.04074028906088766,0.25779429895876665
VALIDATION,12:00,TOP5,660,2.2856769386442264,2.506458549359928,0.8954545454545455,120,-0.1294676134311104,-0.2016597510373509,0.44242424242424244,-0.35703330328140126,0.10021112954427491
VALIDATION,12:00,TOP10,1285,1.8396018187456897,1.9743154039656001,0.8544747081712062,15,0.042916302600846085,0.0,0.47704280155642026,-0.02138661421083814,0.10439805731403243
VALIDATION,12:00,TOP10,1285,1.8396018187456897,1.9743154039656001,0.8544747081712062,30,0.10698146228518204,0.03713527851463903,0.5019455252918288,0.015541540885027906,0.19501153380425548
VALIDATION,12:00,TOP10,1285,1.8396018187456897,1.9743154039656001,0.8544747081712062,60,0.1713143790835755,0.08235294117648986,0.5159533073929962,0.04833450707075729,0.29499533014330304
VALIDATION,12:00,TOP10,1285,1.8396018187456897,1.9743154039656001,0.8544747081712062,120,-0.06657739476057357,-0.1814814814814815,0.4536964980544747,-0.24091073705710128,0.10620631945002687
VALIDATION,12:00,TOP20,2535,1.3809356686773278,1.5573494188430115,0.8063116370808678,15,0.037148294461530874,0.0,0.47258382642998026,-0.004874124235892619,0.0791264656048237
VALIDATION,12:00,TOP20,2535,1.3809356686773278,1.5573494188430115,0.8063116370808678,30,0.09289208861061651,0.0,0.4990138067061144,0.031641226423853176,0.15575143439533187
VALIDATION,12:00,TOP20,2535,1.3809356686773278,1.5573494188430115,0.8063116370808678,60,0.11551099134419973,0.01511879049681535,0.5001972386587771,0.03239016216391689,0.19720075212704002
VALIDATION,12:00,TOP20,2535,1.3809356686773278,1.5573494188430115,0.8063116370808678,120,-0.07606565840130287,-0.17610062893085665,0.4603550295857988,-0.19371941519513566,0.05064071737000839
