trades,wins,losses,win_rate,gross_pnl,charges,net_pnl,return_pct,profit_factor,expectancy_r,avg_win,avg_loss,max_drawdown,max_drawdown_pct,sharpe_daily,max_consecutive_losses,avg_realized_r,avg_mfe_r,avg_mae_r,avg_duration_minutes,strategy_gap_min_pct,strategy_opening_range_minutes,strategy_rvol_min,strategy_rvol_lookback_days,strategy_daily_sma_days,strategy_atr_period,strategy_stop_mode,strategy_atr_multiple,strategy_target_r,strategy_earliest_entry,strategy_latest_entry,backtest_initial_capital,backtest_risk_pct,backtest_max_trades_per_day,backtest_slippage_bps_each_side
26,11,15,0.4230769230769231,-107.55106021699976,6848.418570150636,-6955.969630367636,-1.391193926073527,0.8194513017871318,-0.10900836738599883,2870.0785314271093,-2568.455565071056,-21352.791579913755,-4.151034895392125,-1.3061475317294402,5,-0.10900836738599883,1.291896221674831,-0.8446328453001956,140.3846153846154,1.0,15,5.0,20,200,14,atr,1.5,2.0,09:30,14:45,500000.0,0.005,1,5.0
