exit_reason,trades,pct,net_pnl,avg_net_r,avg_gross_r,avg_duration_minutes
STOP,12,0.46153846153846156,-36504.25469978001,-1.2210658333279503,-1.1185296903156978,79.58333333333333
EOD,8,0.3076923076923077,3221.0132960349265,0.16074983566058132,0.26576108872752624,276.875
TARGET,6,0.23076923076923078,26327.271773377448,1.7554289604357969,1.8675226842031396,80.0
