trades,wins,losses,win_rate,gross_pnl,charges,net_pnl,return_pct,profit_factor,expectancy_r,avg_win,avg_loss,max_drawdown,max_drawdown_pct,sharpe_daily,max_consecutive_losses,strategy_gap_min_pct,strategy_opening_range_minutes,strategy_rvol_min,strategy_rvol_lookback_days,strategy_daily_sma_days,strategy_atr_period,strategy_stop_mode,strategy_atr_multiple,strategy_target_r,strategy_earliest_entry,strategy_latest_entry,backtest_initial_capital,backtest_risk_pct,backtest_max_trades_per_day,backtest_slippage_bps_each_side
57,9,48,0.15789473684210525,-98266.32835623938,21331.882507093615,-119598.21086333298,-23.919642172666595,0.20960730211487363,-0.8704758586916748,3524.0792166990514,-3152.3942461171755,-118026.96540481091,-23.67980665830326,-22.82300743481957,13,0.0,15,0.0,20,200,14,atr,1.5,2.0,09:30,14:45,500000.0,0.005,3,5.0
