exit_reason,trades,pct,net_pnl,avg_net_r,avg_gross_r,avg_duration_minutes
STOP,41,0.5774647887323944,-126110.63004891311,-1.2397545574579059,-1.1294511118703314,78.90243902439025
TARGET,18,0.2535211267605634,78213.63996124173,1.7525282593975124,1.8659118876777268,105.0
EOD,12,0.16901408450704225,12864.338512543676,0.4310543503068252,0.5069393913261938,307.5
