or_extension_bucket,events,positive_30m,avg_fwd_15m_pct,avg_fwd_30m_pct,avg_fwd_60m_pct,avg_fwd_120m_pct,avg_eod_pct,avg_mfe_60m_atr,avg_mae_60m_atr,failure_60m_rate,avg_vwap_extension_pct,avg_or_extension_atr
<=0 ATR,9,0.5555555555555556,0.08559690047163689,0.012475744574364574,0.07437003818967225,0.033369586034323606,-0.016775300516068556,1.337760838759385,-1.2552115997036952,0.8888888888888888,0.6577297431314201,-0.01777317301777533
0-.25 ATR,105,0.580952380952381,0.1043981051757748,0.09562791544952914,0.12625014839991963,0.11660532738749092,0.002896617385065521,1.783102358942563,-1.1293239792158123,0.6476190476190476,0.7167338901685041,0.1402943452296909
.25-.5 ATR,83,0.5060240963855421,-0.04985268013878066,0.013439014352027427,-0.05010326483408467,-0.008103615869362181,-0.10787617389844735,1.3874256731884311,-1.5084629659761357,0.7349397590361446,0.7965204306646455,0.3792356189509915
.5-1 ATR,116,0.4827586206896552,0.026998820600022986,0.04530472505461485,-0.03267756793057282,-0.09628513174251728,-0.1444941964587981,1.7855400918654254,-1.4526075674728418,0.5086206896551724,0.839079958796023,0.7308358215856001
>1 ATR,137,0.44525547445255476,-0.03847429292356224,-0.011055732383135114,0.029562289596259107,0.002940882925439408,0.011747461514790516,1.9319242107708505,-1.6580282781004994,0.45255474452554745,1.158155603807969,2.114783161556195
