gap_bucket,events,positive_30m,avg_fwd_15m_pct,avg_fwd_30m_pct,avg_fwd_60m_pct,avg_fwd_120m_pct,avg_eod_pct,avg_mfe_60m_atr,avg_mae_60m_atr,failure_60m_rate,avg_vwap_extension_pct,avg_or_extension_atr
<=1.5,253,0.49407114624505927,0.018817936337485765,0.035885704374620485,0.04580020838088706,0.002549818167166385,-0.03870695219911836,1.7648360504077691,-1.5040535641199575,0.5533596837944664,0.8320726581036304,1.081481159302737
1.5-2,99,0.494949494949495,-0.02946045409128882,0.0010904145173030856,0.004495865553492694,0.08334540340273046,0.053990148071749504,1.6957246006714068,-1.375149448523726,0.5858585858585859,0.9308345360499201,0.9529009759121579
2-3,65,0.5230769230769231,0.05366579316133901,0.08544231041891454,-0.033946134262739416,-0.07538172007097158,-0.2173331385852751,1.5849186030806803,-1.3228266087237233,0.5846153846153846,0.930356955817063,0.546546944795527
3-5,27,0.5185185185185185,0.010170044364105275,0.060154598492959226,0.13091730424737746,0.05203326317487425,-0.11624998578794135,1.784690430238734,-1.363424319158408,0.6666666666666666,1.2198629416939408,0.46900346010556637
>5,6,0.5,-0.025322489401208292,-0.22593246601623393,-0.5585840779621338,-0.5648515081299469,-0.3732070004811831,3.438597768019038,-1.8781945011856285,0.6666666666666666,1.2019852866776055,0.7348629580937737
