stage,events,positive_30m,avg_fwd_15m_pct,avg_fwd_30m_pct,avg_fwd_60m_pct,avg_fwd_120m_pct,avg_eod_pct,avg_mfe_60m_atr,avg_mae_60m_atr,failure_60m_rate,avg_vwap_extension_pct,avg_or_extension_atr
01_complete_time,36179,0.46294811907460126,-0.01768947372820986,-0.028630785496809686,-0.022477944276008105,-0.01800284867664812,-0.04184528096983133,1.6255395353200972,-1.7003237862283136,0.9757317781033196,-0.018790058855726176,-1.9149439526956251
02_plus_trend,22485,0.46173004225038916,-0.013612138939786222,-0.025014942329408037,-0.031810960078970475,-0.04202225700381427,-0.058144862264952954,1.6141947554017475,-1.689217747151962,0.9764287302646208,-0.022722885697552302,-1.9036087811760616
03_plus_gap,1348,0.4362017804154303,-0.04073242910100415,-0.06569298280042928,-0.10093853337287771,-0.1149568549376489,-0.1451957796533931,1.353580589303241,-1.4940837288653712,0.9547477744807121,-0.09055518471684644,-2.152630540566354
04_plus_prev_high,825,0.46060606060606063,-0.01944257526500351,-0.005477341169258127,-0.03067109753850145,-0.03481809971773334,-0.1243329786105712,1.481028274938046,-1.4008390003433195,0.8872727272727273,0.2773338909673531,-1.142263102782916
05_plus_opening_range,473,0.49471458773784355,0.015306018540864608,0.028508489563271136,0.03286827657289856,0.013078040266462575,-0.03464808458791466,1.7318007098562753,-1.4440657462561584,0.6300211416490487,0.8705090770308118,0.7711879398785763
06_full_plus_rvol,450,0.5,0.012122857233904296,0.0333541417431865,0.022438984226739376,0.003902138185580857,-0.05322773305439587,1.747151541432087,-1.4460682229280686,0.5733333333333334,0.8961964774290482,0.9345550055600406
