variant,events,positive_30m,avg_fwd_15m_pct,avg_fwd_30m_pct,avg_fwd_60m_pct,avg_fwd_120m_pct,avg_eod_pct,avg_mfe_60m_atr,avg_mae_60m_atr,failure_60m_rate,avg_vwap_extension_pct,avg_or_extension_atr
drop_trend,837,0.5209080047789725,0.02961037205133422,0.06506705389482084,0.09357107629798007,0.09146933493335163,0.06101767481597937,1.79443153112006,-1.3805370062183506,0.5459976105137395,0.8902248806116102,0.9618801261557588
drop_gap,6058,0.47111257840871573,0.006023793974094924,0.008789008570909997,0.0053320121535575145,-0.010364051221282063,-0.029212578796207426,1.8628544160210343,-1.6827663912158153,0.5623968306371739,0.6971089790468423,1.7830691829137622
drop_prev_high,510,0.5058823529411764,0.012702920950579233,0.03345853317488248,0.014257717939746253,0.010549325299840233,-0.024677603101362813,1.8025230534993553,-1.495169840825053,0.6470588235294118,0.8609570183074126,0.7594176335420479
drop_opening_range,756,0.47619047619047616,-0.024064011557254544,-0.0007878909253568474,-0.03693973685444895,-0.06923728312852014,-0.13335894860651298,1.5153546501842483,-1.4846132156227205,0.83994708994709,0.3414784662021119,-1.069825446698112
drop_rvol,473,0.49471458773784355,0.015306018540864608,0.028508489563271136,0.03286827657289856,0.013078040266462575,-0.03464808458791466,1.7318007098562753,-1.4440657462561584,0.6300211416490487,0.8705090770308118,0.7711879398785763
