split,snapshot_time,cohort,events,sessions,avg_excess_vs_median_pct,avg_rvol,above_vwap_rate,horizon_min,avg_fwd_atr,median_fwd_atr,positive_rate,ci_low,ci_high
VALIDATION,10:30,PERSIST_1,1284,125,1.5773088061014156,2.1012659761133126,0.8644859813084113,120,0.10615131315940858,-0.09195427092322792,0.48442367601246106,-0.019079001289242777,0.23154509733733328
VALIDATION,10:30,PERSIST_1_CONFIRMED,475,120,1.9186004232874223,4.119521488670373,1.0,30,0.01774845350984929,-0.03597650513949143,0.4863157894736842,-0.1064994585667779,0.1312025254209464
VALIDATION,10:30,PERSIST_1_CONFIRMED,475,120,1.9186004232874223,4.119521488670373,1.0,60,-0.036107006492383645,-0.12034383954152872,0.4589473684210526,-0.1881314259280885,0.13253910075736697
VALIDATION,10:30,PERSIST_1_CONFIRMED,475,120,1.9186004232874223,4.119521488670373,1.0,120,0.11036104035722398,-0.19557625145518842,0.4631578947368421,-0.1169723720092334,0.3426948051560744
VALIDATION,10:30,PERSIST_2,938,125,1.70592615160536,2.0893386574552872,0.8347547974413646,30,0.013364562079617724,0.0,0.4989339019189765,-0.06750678920452034,0.09086505663330385
VALIDATION,10:30,PERSIST_2,938,125,1.70592615160536,2.0893386574552872,0.8347547974413646,60,0.020881945240256442,-0.03621156901223053,0.47761194029850745,-0.08283981324468924,0.1303578658726264
VALIDATION,10:30,PERSIST_2,938,125,1.70592615160536,2.0893386574552872,0.8347547974413646,120,0.13323028091644973,-0.1356968167321964,0.47654584221748403,-0.005130080152708769,0.28269390914052617
VALIDATION,10:30,PERSIST_2_CONFIRMED,334,117,2.149718325861014,4.1242907767403,1.0,30,0.023892074696511154,-0.07883282623393607,0.47904191616766467,-0.12029182206656734,0.15815430431738295
VALIDATION,10:30,PERSIST_2_CONFIRMED,334,117,2.149718325861014,4.1242907767403,1.0,60,0.021728898784558606,-0.10047846889952353,0.45209580838323354,-0.15874686009872405,0.22003867263107701
VALIDATION,10:30,PERSIST_2_CONFIRMED,334,117,2.149718325861014,4.1242907767403,1.0,120,0.2551079845353581,-0.15498366013070253,0.46407185628742514,0.017039653451302816,0.515247520197724
VALIDATION,10:30,PERSIST_3,774,125,1.7701446137346508,2.122696775425878,0.8126614987080103,30,-0.00017636780725009967,-0.008793969849238192,0.4883720930232558,-0.08600693898451994,0.08946722247086243
VALIDATION,10:30,PERSIST_3,774,125,1.7701446137346508,2.122696775425878,0.8126614987080103,60,0.012419756561452824,-0.03359967750757355,0.48320413436692505,-0.10296404598786975,0.1284354233372187
VALIDATION,10:30,PERSIST_3,774,125,1.7701446137346508,2.122696775425878,0.8126614987080103,120,0.09063689609605559,-0.1665914660579792,0.46770025839793283,-0.05957278330908425,0.2517876694665342
VALIDATION,10:30,PERSIST_3_CONFIRMED,274,113,2.247638363605059,4.201275005742805,1.0,30,-0.0261439378424209,-0.1449394155381224,0.45255474452554745,-0.1779345460469384,0.13291105118227034
VALIDATION,10:30,PERSIST_3_CONFIRMED,274,113,2.247638363605059,4.201275005742805,1.0,60,-0.03175198397981873,-0.19668374185996962,0.44525547445255476,-0.24236409054840555,0.16720499937079722
VALIDATION,10:30,PERSIST_3_CONFIRMED,274,113,2.247638363605059,4.201275005742805,1.0,120,0.164889458740778,-0.22531050688152143,0.43795620437956206,-0.10848083840536744,0.43703944822344476
VALIDATION,11:00,PERSIST_1,1285,125,1.6764816382847492,2.0429326150476004,0.8754863813229572,30,0.01321621310448193,-0.055776892430228105,0.4778210116731518,-0.06800299036216635,0.09279218832817814
VALIDATION,11:00,PERSIST_1,1285,125,1.6764816382847492,2.0429326150476004,0.8754863813229572,60,0.034936733705739464,-0.03733333333338381,0.4848249027237354,-0.075996697313001,0.14830313488615993
VALIDATION,11:00,PERSIST_1,1285,125,1.6764816382847492,2.0429326150476004,0.8754863813229572,120,0.19779735655928535,0.072538860103562,0.5105058365758754,0.04620385097408068,0.34456197751514944
VALIDATION,11:00,PERSIST_1_CONFIRMED,461,120,1.9935718764460681,4.034241584733854,1.0,30,0.04571445198107691,-0.15107913669068207,0.4598698481561822,-0.09234771268780272,0.18198117330700003
VALIDATION,11:00,PERSIST_1_CONFIRMED,461,120,1.9935718764460681,4.034241584733854,1.0,60,0.05267055083385508,-0.0851581508515815,0.4772234273318872,-0.1318027338319736,0.24493733035489898
VALIDATION,11:00,PERSIST_1_CONFIRMED,461,120,1.9935718764460681,4.034241584733854,1.0,120,0.34281430476695796,0.12227074235810592,0.5097613882863341,0.07716691204564428,0.600169641950428
VALIDATION,11:00,PERSIST_2,1023,125,1.7832802854693541,1.9501544075329424,0.8572825024437928,30,0.011071574492211396,-0.056910569105691054,0.4750733137829912,-0.07172874007193349,0.09806089230825195
VALIDATION,11:00,PERSIST_2,1023,125,1.7832802854693541,1.9501544075329424,0.8572825024437928,60,0.02734439001650793,-0.027237354085578532,0.4868035190615836,-0.09536466608030283,0.1487213747751355
VALIDATION,11:00,PERSIST_2,1023,125,1.7832802854693541,1.9501544075329424,0.8572825024437928,120,0.1928418043488305,0.05223880597022149,0.5053763440860215,0.03346272903361374,0.3592157450777228
VALIDATION,11:00,PERSIST_2_CONFIRMED,351,115,2.180051554650485,3.8393196555390485,1.0,30,0.029479133605992757,-0.15384615384615385,0.46153846153846156,-0.14627965697330647,0.20190453227405364
VALIDATION,11:00,PERSIST_2_CONFIRMED,351,115,2.180051554650485,3.8393196555390485,1.0,60,0.03542536287577785,-0.059322033898250505,0.4843304843304843,-0.17136932272600086,0.2512723976840533
VALIDATION,11:00,PERSIST_2_CONFIRMED,351,115,2.180051554650485,3.8393196555390485,1.0,120,0.3037465106553125,0.10670731707317088,0.5042735042735043,-0.011570190373852067,0.582628430635597
VALIDATION,11:00,PERSIST_3,800,125,1.8732621307801793,2.0241814961175395,0.8325,30,0.028154680908643148,-0.05493699955916654,0.475,-0.06323990688219829,0.12871780535170527
VALIDATION,11:00,PERSIST_3,800,125,1.8732621307801793,2.0241814961175395,0.8325,60,0.05910835089359481,0.0,0.49375,-0.06325521703070158,0.18634239720486429
VALIDATION,11:00,PERSIST_3,800,125,1.8732621307801793,2.0241814961175395,0.8325,120,0.1882435724498582,0.0,0.49625,0.0018590291922666803,0.3655854004646523
VALIDATION,11:00,PERSIST_3_CONFIRMED,276,109,2.307112865418165,3.93471272499998,1.0,30,0.07592671478156995,-0.1564644238366656,0.463768115942029,-0.10925708342426746,0.26402568024244694
VALIDATION,11:00,PERSIST_3_CONFIRMED,276,109,2.307112865418165,3.93471272499998,1.0,60,0.1830503273132953,0.09997571999551061,0.5181159420289855,-0.03580264431060146,0.4105764098189066
VALIDATION,11:00,PERSIST_3_CONFIRMED,276,109,2.307112865418165,3.93471272499998,1.0,120,0.5294415771585282,0.1882362680046794,0.5253623188405797,0.2107845435571097,0.8639302382802179
VALIDATION,12:00,PERSIST_1,1285,125,1.8396018187456897,1.9743154039656001,0.8544747081712062,30,0.10698146228518209,0.03713527851463903,0.5019455252918288,0.022876337315813542,0.1979177984356162
VALIDATION,12:00,PERSIST_1,1285,125,1.8396018187456897,1.9743154039656001,0.8544747081712062,60,0.17131437908357547,0.08235294117648986,0.5159533073929962,0.05052186381540984,0.29496865066474365
VALIDATION,12:00,PERSIST_1,1285,125,1.8396018187456897,1.9743154039656001,0.8544747081712062,120,-0.06657739476057359,-0.1814814814814815,0.4536964980544747,-0.226714020378511,0.09614320702178901
