trades,wins,losses,win_rate,gross_pnl,charges,net_pnl,return_pct,profit_factor,expectancy_r,avg_win,avg_loss,max_drawdown,max_drawdown_pct,sharpe_daily,max_consecutive_losses,avg_realized_r,avg_mfe_r,avg_mae_r,avg_duration_minutes,strategy_gap_min_pct,strategy_opening_range_minutes,strategy_rvol_min,strategy_rvol_lookback_days,strategy_daily_sma_days,strategy_atr_period,strategy_stop_mode,strategy_atr_multiple,strategy_target_r,strategy_earliest_entry,strategy_latest_entry,backtest_initial_capital,backtest_risk_pct,backtest_max_trades_per_day,backtest_slippage_bps_each_side
71,29,42,0.4084507042253521,-16492.752649281145,18539.898925846577,-35032.651575127704,-7.0065303150255405,0.7235481018847019,-0.19875740821038035,3161.7159071520264,-3017.2003067270593,-48337.44199401315,-9.617622995316069,-2.589926663001901,8,-0.19875740821038035,0.9834525065857446,-0.8744759511809259,124.15492957746478,1.0,15,1.5,20,200,14,atr,1.5,2.0,09:30,14:45,500000.0,0.005,1,5.0
