split,score_family,top_k,snapshot_time,entry_variant,horizon_min,candidates,triggered,trigger_rate,events,sessions,avg_fwd_atr,median_fwd_atr,positive_rate,avg_mfe_atr,avg_mae_atr,avg_entry_delay_min,session_avg_fwd_atr,session_ci_low,session_ci_high
VALIDATION,FULL_4,1,10:30,IMMEDIATE,120,125,125,1.0,125,125,-0.07548334173753089,-0.36521739130438713,0.4,1.7682131572176296,-1.8231738667878141,5.0,-0.07548334173753088,-0.4682055564042493,0.32911831458176166
VALIDATION,FULL_4,1,10:30,PULLBACK_NEW_HIGH,30,125,34,0.272,34,34,-0.5292759398817641,-0.6086309523809548,0.35294117647058826,1.0871505696620458,-1.4258761056937852,21.764705882352942,-0.5292759398817642,-1.0672204416946045,0.08281603135696061
VALIDATION,FULL_4,1,10:30,PULLBACK_NEW_HIGH,60,125,34,0.272,34,34,-0.48754635906804833,-0.7733568231174981,0.23529411764705882,1.4713812095403804,-1.9066042394915659,21.764705882352942,-0.48754635906804833,-1.2051473033647873,0.30649813822884486
VALIDATION,FULL_4,1,10:30,PULLBACK_NEW_HIGH,120,125,34,0.272,34,34,-0.5127650507776018,-0.7994846191012872,0.29411764705882354,1.7978888127280408,-2.382682140012319,21.764705882352942,-0.5127650507776019,-1.4977737221855325,0.5046800207142343
VALIDATION,FULL_4,1,10:30,VWAP_RECLAIM,30,125,25,0.2,25,25,-0.01760109627983806,-0.15801354401804998,0.36,0.9893082657513175,-1.1156959142875464,21.4,-0.017601096279838035,-0.5444734036646784,0.6867009284347847
VALIDATION,FULL_4,1,10:30,VWAP_RECLAIM,60,125,25,0.2,25,25,-0.23305348095834702,-0.24911032028470032,0.28,1.1685351369027897,-1.3821610436771348,21.4,-0.23305348095834702,-0.8732094948844651,0.5014404150802865
VALIDATION,FULL_4,1,10:30,VWAP_RECLAIM,120,125,25,0.2,25,25,-0.46153480920483103,-0.18117647058825778,0.44,1.526806860942415,-1.9413117031300704,21.4,-0.461534809204831,-1.2233326615521947,0.3711158060012231
VALIDATION,FULL_4,1,11:00,CONSOLIDATION_BREAKOUT,30,125,11,0.088,11,11,0.21642222159241908,0.0,0.45454545454545453,1.2271092940551542,-0.8690934927223122,26.818181818181817,0.216422221592419,-0.41846252367706693,0.9363424991659943
VALIDATION,FULL_4,1,11:00,CONSOLIDATION_BREAKOUT,60,125,11,0.088,11,11,0.1305409102748717,0.09105691056912606,0.5454545454545454,1.4915392563420062,-1.2318439877286331,26.818181818181817,0.13054091027487164,-0.7063283963841991,1.0627922542552775
VALIDATION,FULL_4,1,11:00,CONSOLIDATION_BREAKOUT,120,125,11,0.088,11,11,0.25401627369140234,0.275797373358349,0.5454545454545454,2.1914696659578206,-1.7556250385060381,26.818181818181817,0.2540162736914023,-1.2650269550672582,1.7942129745980906
VALIDATION,FULL_4,1,11:00,IMMEDIATE,30,125,125,1.0,125,125,0.3213596896212493,0.2110864745010848,0.56,1.5451688392238274,-1.0456094281025368,5.0,0.3213596896212492,0.012097884014734807,0.6442793491694261
VALIDATION,FULL_4,1,11:00,IMMEDIATE,60,125,125,1.0,125,125,0.40270823462925426,0.20255982192542285,0.536,1.9589079629063069,-1.3671904515394298,5.0,0.4027082346292542,-0.02844741803039429,0.8022671406112702
VALIDATION,FULL_4,1,11:00,IMMEDIATE,120,125,125,1.0,125,125,0.6070493610758863,0.26736111111111016,0.544,2.6478212481740377,-1.8351978867754177,5.0,0.6070493610758861,0.028244867582044593,1.2386567572576261
VALIDATION,FULL_4,1,11:00,PULLBACK_NEW_HIGH,30,125,34,0.272,34,34,0.5068244017808443,0.3580562659846685,0.6176470588235294,1.5060999555358043,-0.8598071625810677,24.41176470588235,0.5068244017808443,-0.029933494147944297,1.0660390476805817
VALIDATION,FULL_4,1,11:00,PULLBACK_NEW_HIGH,60,125,34,0.272,34,34,0.9947265043316058,1.1460727708043676,0.7352941176470589,2.2706780926639896,-1.1323901368226683,24.41176470588235,0.9947265043316058,0.22068915126583266,1.8302040813438025
VALIDATION,FULL_4,1,11:00,PULLBACK_NEW_HIGH,120,125,34,0.272,34,34,1.215922261811011,0.8710787222722536,0.5588235294117647,3.5242063404826798,-1.70092670228678,24.41176470588235,1.2159222618110113,-0.0680514884859276,2.574788882060344
VALIDATION,FULL_4,1,11:00,VWAP_RECLAIM,30,125,19,0.152,19,19,0.5040987287911203,0.1872909698997047,0.631578947368421,1.5202636512320489,-0.7740055173566528,18.94736842105263,0.5040987287911202,-0.21300330205813361,1.26627400624773
VALIDATION,FULL_4,1,11:00,VWAP_RECLAIM,60,125,19,0.152,19,19,-0.1183295553399017,-0.5409090909091026,0.3157894736842105,1.700693082562333,-1.1819503283377055,18.94736842105263,-0.11832955533990172,-0.7712837155671637,0.6934791847662128
VALIDATION,FULL_4,1,11:00,VWAP_RECLAIM,120,125,19,0.152,19,19,-0.5416607868346925,-0.8444444444444373,0.3684210526315789,2.073558307748659,-1.8817853421155906,18.94736842105263,-0.5416607868346924,-1.3821755002363465,0.43237518757834226
VALIDATION,FULL_4,3,10:30,CONSOLIDATION_BREAKOUT,30,375,30,0.08,30,27,0.1599365377129575,0.08686903529952834,0.5,1.52108053956821,-1.1307129891027925,28.833333333333332,0.1394159303173587,-0.5082125210208163,0.7346929607954994
VALIDATION,FULL_4,3,10:30,CONSOLIDATION_BREAKOUT,60,375,30,0.08,30,27,-0.19225638281259674,-0.48264735780113455,0.36666666666666664,1.6618131717779645,-1.3716344846610917,28.833333333333332,-0.23499646471341695,-0.8709478920650453,0.4100081866755088
VALIDATION,FULL_4,3,10:30,CONSOLIDATION_BREAKOUT,120,375,30,0.08,30,27,0.00996640006441137,-1.0534387415440607,0.43333333333333335,2.393398895408185,-2.1468781312595078,28.833333333333332,0.012409716994919764,-0.9191929694261125,1.155742098126466
VALIDATION,FULL_4,3,10:30,IMMEDIATE,30,375,375,1.0,375,125,0.009308279987826731,-0.09129267357114457,0.4746666666666667,1.1626616346972538,-1.1525993025691281,5.0,0.009308279987826774,-0.19617849816791094,0.21127676545893845
VALIDATION,FULL_4,3,10:30,IMMEDIATE,60,375,375,1.0,375,125,0.052049920271132116,-0.13999999999999937,0.464,1.5829030458570281,-1.4584682214228377,5.0,0.05204992027113209,-0.18407528091139602,0.3019114729403432
VALIDATION,FULL_4,3,10:30,IMMEDIATE,120,375,375,1.0,375,125,0.1211891547684354,-0.24639999999997875,0.44,2.041495756532176,-1.8608274594289123,5.0,0.12118915476843531,-0.17577036092029005,0.406836525115843
VALIDATION,FULL_4,3,10:30,PULLBACK_NEW_HIGH,30,375,108,0.288,108,75,-0.04026262947500677,-0.06498602546210952,0.49074074074074076,1.369080163136112,-1.2228502018207064,22.22222222222222,-0.16143153922737247,-0.4952682254079062,0.19175045176930186
VALIDATION,FULL_4,3,10:30,PULLBACK_NEW_HIGH,60,375,108,0.288,108,75,-0.04766889041756456,-0.21497163603360742,0.42592592592592593,1.7239956554800695,-1.593806763595579,22.22222222222222,-0.16993012847512057,-0.6333956354168735,0.29741241424434417
VALIDATION,FULL_4,3,10:30,PULLBACK_NEW_HIGH,120,375,108,0.288,108,75,0.0690460669384302,-0.14065860215053372,0.4722222222222222,2.226915439322854,-2.043461133884913,22.22222222222222,-0.09143846768779762,-0.6700961344215726,0.4896511846551309
VALIDATION,FULL_4,3,10:30,VWAP_RECLAIM,30,375,90,0.24,90,65,-0.016080840724655477,-0.04233052410545963,0.4666666666666667,1.0480215200419682,-1.1355248696887905,21.055555555555557,0.03357574920749985,-0.2671522394581184,0.34699558454309226
VALIDATION,FULL_4,3,10:30,VWAP_RECLAIM,60,375,90,0.24,90,65,0.08858535978571853,-0.19442889361631877,0.4222222222222222,1.4489619186742806,-1.3874512226579832,21.055555555555557,0.25294965910528877,-0.16562257331631663,0.6837660637317673
VALIDATION,FULL_4,3,10:30,VWAP_RECLAIM,120,375,90,0.24,90,65,0.16456931132030744,-0.19027177959792635,0.4666666666666667,1.9617111333095494,-1.7634150463844684,21.055555555555557,0.340843804001155,-0.23142243092226583,1.0253476631434761
VALIDATION,FULL_4,3,11:00,CONSOLIDATION_BREAKOUT,30,375,25,0.06666666666666667,25,25,-0.12890866516215496,-0.4836363636363603,0.36,1.1200969994262207,-1.1402000095809626,27.2,-0.12890866516215493,-0.5928416341176554,0.4227984456557114
VALIDATION,FULL_4,3,11:00,CONSOLIDATION_BREAKOUT,60,375,25,0.06666666666666667,25,25,-0.1626968712749639,-0.08805031446539537,0.48,1.383922451799945,-1.535035012306901,27.2,-0.16269687127496385,-0.8617544790606406,0.5322860707606007
VALIDATION,FULL_4,3,11:00,CONSOLIDATION_BREAKOUT,120,375,25,0.06666666666666667,25,25,-0.24701993607210496,-0.35303388494875826,0.36,1.9990999042773967,-2.0998292756886126,27.2,-0.2470199360721049,-1.16075370084718,0.7842171493540425
VALIDATION,FULL_4,3,11:00,IMMEDIATE,30,375,375,1.0,375,125,0.11081043908385156,0.032710280373848176,0.5093333333333333,1.3695732397324958,-1.1444293536880783,5.0,0.1108104390838515,-0.08387736041113361,0.31486492835289703
VALIDATION,FULL_4,3,11:00,IMMEDIATE,60,375,375,1.0,375,125,0.11362152875411181,0.0,0.49333333333333335,1.7757582538728485,-1.5421636933631628,5.0,0.11362152875411183,-0.15293658027995116,0.39655616642476843
VALIDATION,FULL_4,3,11:00,IMMEDIATE,120,375,375,1.0,375,125,0.2618652048411727,0.045016077170479556,0.5093333333333333,2.331429314196503,-1.9817510948872654,5.0,0.2618652048411727,-0.08680577994230279,0.6195613192110802
VALIDATION,FULL_4,3,11:00,PULLBACK_NEW_HIGH,30,375,99,0.264,99,75,0.19252307213098568,0.02671755725195955,0.5050505050505051,1.5512924118633065,-1.2100248970912557,21.666666666666668,0.1292154313368131,-0.23400219952995727,0.49203292657583647
VALIDATION,FULL_4,3,11:00,PULLBACK_NEW_HIGH,60,375,99,0.264,99,75,0.317753425468591,0.4660452729693691,0.6060606060606061,2.0216331118549262,-1.5690712743369413,21.666666666666668,0.1626105459095416,-0.33771558166290494,0.6224810239499021
VALIDATION,FULL_4,3,11:00,PULLBACK_NEW_HIGH,120,375,99,0.264,99,75,0.42801581869640054,-0.028,0.48484848484848486,2.833552280971591,-2.076867075746844,21.666666666666668,0.2859365697703893,-0.3962620944891618,0.9944117692484229
VALIDATION,FULL_4,3,11:00,VWAP_RECLAIM,30,375,70,0.18666666666666668,70,54,-0.12407768811066967,-0.112406015037598,0.42857142857142855,1.2050304776394296,-1.2303413301188306,20.571428571428573,-0.19200073282246882,-0.573771061338207,0.1957339287478666
VALIDATION,FULL_4,3,11:00,VWAP_RECLAIM,60,375,70,0.18666666666666668,70,54,-0.2947841701050116,-0.41963419186264683,0.4142857142857143,1.3652410909121744,-1.5800366911181942,20.571428571428573,-0.33798566312293093,-0.7712878962355652,0.07035635000233406
VALIDATION,FULL_4,3,11:00,VWAP_RECLAIM,120,375,70,0.18666666666666668,70,54,-0.41177180179578227,-0.16617391304347828,0.45714285714285713,1.8059502229083468,-2.0728093915343564,20.571428571428573,-0.41855439521338034,-1.0387671606252111,0.1468403475215147
VALIDATION,MOMENTUM_ONLY,1,10:30,CONSOLIDATION_BREAKOUT,30,125,13,0.104,13,13,0.2685251402450938,-0.5986842105263226,0.38461538461538464,1.4288381922120559,-1.0734050227326097,29.615384615384617,0.2685251402450938,-0.5425261250878209,1.1800950951451161
VALIDATION,MOMENTUM_ONLY,1,10:30,CONSOLIDATION_BREAKOUT,60,125,13,0.104,13,13,0.06587101098968094,0.11878787878787879,0.5384615384615384,1.7190883263013625,-1.6637376853623258,29.615384615384617,0.0658710109896809,-1.2371284413956354,1.4346894888021124
VALIDATION,MOMENTUM_ONLY,1,10:30,CONSOLIDATION_BREAKOUT,120,125,13,0.104,13,13,0.07660971493340618,-0.9438202247191363,0.38461538461538464,2.3535525057270537,-2.0742361540657797,29.615384615384617,0.07660971493340635,-1.1440334136690542,1.362956673270505
VALIDATION,MOMENTUM_ONLY,1,10:30,IMMEDIATE,30,125,125,1.0,124,124,0.0694356766326132,0.00829056454797183,0.5,1.1275873440694704,-0.9569845740293804,5.0,0.06943567663261317,-0.1811813182816326,0.3355999646233927
VALIDATION,MOMENTUM_ONLY,1,10:30,IMMEDIATE,60,125,125,1.0,124,124,0.22629534986422406,0.017212576059484428,0.5080645161290323,1.5817321690744217,-1.2130384440239146,5.0,0.22629534986422412,-0.09191729585842616,0.5316110494757759
VALIDATION,MOMENTUM_ONLY,1,10:30,IMMEDIATE,120,125,125,1.0,124,124,0.20486511658346096,-0.20783055198972789,0.4596774193548387,1.9648135030583136,-1.5715644916483238,5.0,0.204865116583461,-0.19290138263421008,0.6158295716559642
VALIDATION,MOMENTUM_ONLY,1,10:30,PULLBACK_NEW_HIGH,30,125,29,0.232,29,29,-0.07505130590622827,-0.2471910112359599,0.4827586206896552,1.3443929614886614,-1.1935204555780947,21.551724137931036,-0.07505130590622834,-0.7440371511440224,0.6371539235836411
VALIDATION,MOMENTUM_ONLY,1,10:30,PULLBACK_NEW_HIGH,60,125,29,0.232,29,29,-0.41335915803083917,-0.3669354838709885,0.41379310344827586,1.6312413932305694,-1.7797819178604182,21.551724137931036,-0.4133591580308392,-1.2085053622557647,0.5398832844465052
VALIDATION,MOMENTUM_ONLY,1,10:30,PULLBACK_NEW_HIGH,120,125,29,0.232,29,29,-0.3345687150416299,-0.46666666666664236,0.41379310344827586,2.0139990381279937,-2.283199735707754,21.551724137931036,-0.3345687150416298,-1.4051435174175295,0.7128145440928193
VALIDATION,MOMENTUM_ONLY,1,10:30,VWAP_RECLAIM,30,125,24,0.192,24,24,0.3409942527116508,-0.07882310207046635,0.4583333333333333,1.1300152292553245,-1.0096733466598675,19.166666666666668,0.3409942527116508,-0.28565027357670075,1.1789329303602525
VALIDATION,MOMENTUM_ONLY,1,10:30,VWAP_RECLAIM,60,125,24,0.192,24,24,0.36227704394251625,-0.11500633179958489,0.4583333333333333,1.5466667089105266,-1.2199219788745943,19.166666666666668,0.3622770439425162,-0.35652491008257625,1.2031309269898025
VALIDATION,MOMENTUM_ONLY,1,10:30,VWAP_RECLAIM,120,125,24,0.192,24,24,0.21136144603854146,-0.27811135829824357,0.4583333333333333,1.9179052897582975,-1.614692071775994,19.166666666666668,0.21136144603854143,-0.5695886412976878,1.095714909208421
VALIDATION,MOMENTUM_ONLY,1,11:00,CONSOLIDATION_BREAKOUT,30,125,10,0.08,10,10,0.2942549000553159,0.1714161106832265,0.6,1.3309803331959587,-0.9707452843419127,29.5,0.29425490005531585,-0.40448420259804874,1.0214110478180016
VALIDATION,MOMENTUM_ONLY,1,11:00,CONSOLIDATION_BREAKOUT,60,125,10,0.08,10,10,0.222636829956395,0.12425385359759328,0.6,1.4825777017850936,-1.0816717115926735,29.5,0.22263682995639505,-0.2726997990089366,0.7806843007858679
VALIDATION,MOMENTUM_ONLY,1,11:00,CONSOLIDATION_BREAKOUT,120,125,10,0.08,10,10,0.9439030001789745,0.45069296042193807,0.6,2.0522354793734445,-1.491240892686895,29.5,0.9439030001789745,-0.22573334755893645,2.2076497310756134
VALIDATION,MOMENTUM_ONLY,1,11:00,IMMEDIATE,30,125,125,1.0,125,125,0.33192805454693086,0.09790209790208351,0.544,1.357011160588497,-0.9964154180874304,5.0,0.3319280545469309,0.07989299610832863,0.6034511201837314
VALIDATION,MOMENTUM_ONLY,1,11:00,IMMEDIATE,60,125,125,1.0,125,125,0.37557819243639246,0.20255982192542285,0.552,1.7941039121136655,-1.3322922097861447,5.0,0.3755781924363924,0.03892145164297401,0.6980850250764565
VALIDATION,MOMENTUM_ONLY,1,11:00,IMMEDIATE,120,125,125,1.0,125,125,0.3542585696566208,0.0,0.496,2.1390151105454382,-1.7020344483721341,5.0,0.3542585696566208,-0.05445050838918731,0.8422500580037225
VALIDATION,MOMENTUM_ONLY,1,11:00,PULLBACK_NEW_HIGH,30,125,37,0.296,37,37,0.17530581756293326,0.06560449859416702,0.5135135135135135,1.3173046127542212,-0.9504718867166794,23.10810810810811,0.17530581756293326,-0.26316667926591164,0.638474261545869
VALIDATION,MOMENTUM_ONLY,1,11:00,PULLBACK_NEW_HIGH,60,125,37,0.296,37,37,0.33662133699849706,0.30701754385964514,0.6216216216216216,1.7447888274291266,-1.1714080666869937,23.10810810810811,0.33662133699849706,-0.22318379780626194,0.8946292541771923
VALIDATION,MOMENTUM_ONLY,1,11:00,PULLBACK_NEW_HIGH,120,125,37,0.296,37,37,0.40261487764973636,0.08092485549133258,0.5135135135135135,2.402624629261045,-1.79812048695591,23.10810810810811,0.4026148776497364,-0.6169637224493475,1.5119825752711031
VALIDATION,MOMENTUM_ONLY,1,11:00,VWAP_RECLAIM,30,125,30,0.24,30,30,0.5299284538499234,0.3326866695777002,0.6333333333333333,1.4809576495988723,-0.9154097335221743,22.0,0.5299284538499236,-0.0281735106244323,1.1333523783327453
VALIDATION,MOMENTUM_ONLY,1,11:00,VWAP_RECLAIM,60,125,30,0.24,30,30,0.2929138853117639,-0.27515145797252927,0.4666666666666667,1.6430298361746962,-1.1409697622255337,22.0,0.2929138853117639,-0.22339917519158486,0.8789534727616398
VALIDATION,MOMENTUM_ONLY,1,11:00,VWAP_RECLAIM,120,125,30,0.24,30,30,0.07180790163128677,0.00558659217877095,0.5,1.8722901606744076,-1.595364264049027,22.0,0.07180790163128677,-0.6106197971490624,0.7591141370438167
VALIDATION,MOMENTUM_ONLY,3,10:30,CONSOLIDATION_BREAKOUT,30,375,40,0.10666666666666667,40,34,0.061073634855627466,-0.25040690875760907,0.45,1.0762916589250469,-1.088976365199927,29.25,0.06339520066097913,-0.3560003589230406,0.49241064463836387
VALIDATION,MOMENTUM_ONLY,3,10:30,CONSOLIDATION_BREAKOUT,60,375,40,0.10666666666666667,40,34,-0.10150075927312781,-0.13984655880844762,0.475,1.3801115878781567,-1.503661084755266,29.25,-0.0718977292828976,-0.5636853288136262,0.466334257059834
VALIDATION,MOMENTUM_ONLY,3,10:30,CONSOLIDATION_BREAKOUT,120,375,40,0.10666666666666667,40,34,0.19091976047201306,-0.058396464646468214,0.5,2.0599172819460536,-1.9541119643832168,29.25,0.1057367793445182,-0.5777732896673304,0.9168292762881383
VALIDATION,MOMENTUM_ONLY,3,10:30,IMMEDIATE,30,375,375,1.0,374,125,0.013409002472874994,-0.10062015877511368,0.4679144385026738,1.0811546165330708,-1.0246719800702515,5.0,0.011822154312492342,-0.1425895973098148,0.17716665651103647
VALIDATION,MOMENTUM_ONLY,3,10:30,IMMEDIATE,60,375,375,1.0,374,125,0.07025982667168387,-0.02023454709312038,0.48128342245989303,1.4535240640865112,-1.304167676220945,5.0,0.06755548572878456,-0.12363628010044526,0.25273602014796304
VALIDATION,MOMENTUM_ONLY,3,10:30,IMMEDIATE,120,375,375,1.0,374,125,0.20012214532838138,-0.16086642726376038,0.4679144385026738,1.8513259883087436,-1.624762275479989,5.0,0.1979605240736246,-0.07545421570036516,0.4558992545471728
VALIDATION,MOMENTUM_ONLY,3,10:30,PULLBACK_NEW_HIGH,30,375,92,0.24533333333333332,92,67,-0.07162403068432292,-0.13254492600423876,0.4782608695652174,1.20972364774001,-1.1535122466223557,22.66304347826087,-0.042156873980060273,-0.3977730647791473,0.31716135803917
VALIDATION,MOMENTUM_ONLY,3,10:30,PULLBACK_NEW_HIGH,60,375,92,0.24533333333333332,92,67,-0.17332287869272364,-0.03754844961242945,0.4891304347826087,1.5145361740395904,-1.6109191687199533,22.66304347826087,-0.10602910566694979,-0.6146494257414097,0.35225790489444714
VALIDATION,MOMENTUM_ONLY,3,10:30,PULLBACK_NEW_HIGH,120,375,92,0.24533333333333332,92,67,-0.049729993176221406,-0.16092940187703314,0.4673913043478261,1.8417279403216302,-1.9907182363300662,22.66304347826087,-0.0346677832078198,-0.5616576026672336,0.5285135230413859
VALIDATION,MOMENTUM_ONLY,3,10:30,VWAP_RECLAIM,30,375,87,0.232,87,61,0.17912601462257585,0.0,0.4827586206896552,1.1651474910022244,-1.0510799578325152,20.862068965517242,0.10134909998506549,-0.2462401103043874,0.5105205614376381
VALIDATION,MOMENTUM_ONLY,3,10:30,VWAP_RECLAIM,60,375,87,0.232,87,61,0.2676253187370387,-0.050853614239012045,0.47126436781609193,1.591047348905675,-1.2833237917451743,20.862068965517242,0.19171446812621373,-0.2224311278355099,0.668186049904411
VALIDATION,MOMENTUM_ONLY,3,10:30,VWAP_RECLAIM,120,375,87,0.232,87,61,0.14427743797656004,0.2018018018018485,0.5172413793103449,1.9405126150984784,-1.669412962940443,20.862068965517242,0.08018822553825923,-0.40468658440574534,0.6327639714672928
VALIDATION,MOMENTUM_ONLY,3,11:00,CONSOLIDATION_BREAKOUT,30,375,37,0.09866666666666667,37,30,-0.27417060011056665,-0.4836363636363603,0.3783783783783784,1.1064673250579715,-1.249126713760134,29.18918918918919,-0.23855785276480793,-0.7098566023770123,0.31270465908452394
VALIDATION,MOMENTUM_ONLY,3,11:00,CONSOLIDATION_BREAKOUT,60,375,37,0.09866666666666667,37,30,-0.4984990880548696,-0.10486891385770157,0.43243243243243246,1.3054909328585,-1.7176558392756136,29.18918918918919,-0.47901222030010093,-1.2520112864309447,0.22773922939731356
VALIDATION,MOMENTUM_ONLY,3,11:00,CONSOLIDATION_BREAKOUT,120,375,37,0.09866666666666667,37,30,-0.31944809644999916,-0.19483101391648142,0.4864864864864865,1.967096011390378,-2.3226251139051484,29.18918918918919,-0.3467516078283029,-1.3379879547527997,0.6883955237943844
VALIDATION,MOMENTUM_ONLY,3,11:00,IMMEDIATE,30,375,375,1.0,375,125,0.03201286221729632,-0.06481481481481481,0.47733333333333333,1.215267954982474,-1.145476640022418,5.0,0.032012862217296344,-0.15935655105501007,0.22997264761111938
VALIDATION,MOMENTUM_ONLY,3,11:00,IMMEDIATE,60,375,375,1.0,375,125,0.07622673670902193,0.036745406824155315,0.512,1.6162436105254485,-1.497472279309043,5.0,0.07622673670902196,-0.1829661228531723,0.3187757663063914
VALIDATION,MOMENTUM_ONLY,3,11:00,IMMEDIATE,120,375,375,1.0,375,125,0.18697471973003343,0.10144927536233973,0.52,2.0810889358609415,-1.9029697883585772,5.0,0.18697471973003355,-0.12894748612817522,0.4932654894564647
VALIDATION,MOMENTUM_ONLY,3,11:00,PULLBACK_NEW_HIGH,30,375,105,0.28,105,76,0.07460270513646795,-0.1111111111111111,0.47619047619047616,1.2482670161721572,-1.1001329765203167,22.38095238095238,-0.039280544637387,-0.34571610786316764,0.26394556114993917
VALIDATION,MOMENTUM_ONLY,3,11:00,PULLBACK_NEW_HIGH,60,375,105,0.28,105,76,0.14860969153879625,0.09364548494985415,0.5428571428571428,1.6247897717021627,-1.4304683254182537,22.38095238095238,0.02778577054727129,-0.44380164612843187,0.4661482293078929
VALIDATION,MOMENTUM_ONLY,3,11:00,PULLBACK_NEW_HIGH,120,375,105,0.28,105,76,0.32426959301679614,0.06635071090048966,0.5047619047619047,2.314643119076271,-1.9490125900458506,22.38095238095238,0.06809336386862853,-0.5075603571284663,0.7021675422154011
VALIDATION,MOMENTUM_ONLY,3,11:00,VWAP_RECLAIM,30,375,84,0.224,84,64,0.28161050753792044,0.17180981018602476,0.5357142857142857,1.4065074392487138,-1.1372093792291333,21.428571428571427,0.24531465569793418,-0.07978270692461731,0.55680079967498
VALIDATION,MOMENTUM_ONLY,3,11:00,VWAP_RECLAIM,60,375,84,0.224,84,64,0.28977018727555953,0.1394784179055755,0.5119047619047619,1.6685946025075116,-1.3659932974041151,21.428571428571427,0.3172340196814192,-0.07313483222314879,0.6849997119164539
VALIDATION,MOMENTUM_ONLY,3,11:00,VWAP_RECLAIM,120,375,84,0.224,84,64,0.2258956073266997,0.06748945477269924,0.5357142857142857,2.101199828864953,-1.709480298085068,21.428571428571427,0.2517006735519517,-0.19022476954919051,0.7010995361922084
