split,score_family,top_k,snapshot_time,entry_variant,horizon_min,candidates,triggered,trigger_rate,events,sessions,avg_fwd_atr,median_fwd_atr,positive_rate,avg_mfe_atr,avg_mae_atr,avg_entry_delay_min,session_avg_fwd_atr,session_ci_low,session_ci_high
DEV,FULL_4,1,11:00,VWAP_RECLAIM,120,439,61,0.13895216400911162,61,61,-0.10822345518187919,-0.09123823316438262,0.4262295081967213,1.9455846632392026,-1.905377257853698,22.78688524590164,-0.10822345518187923,-0.7399977859629913,0.6143773950404503
DEV,FULL_4,3,10:30,CONSOLIDATION_BREAKOUT,30,1317,142,0.10782080485952923,142,119,0.23858245974690187,0.008139534883713485,0.5,1.4293574254598047,-0.9247847272037251,29.330985915492956,0.2603230789664321,-0.01840511694207113,0.5793890219304371
DEV,FULL_4,3,10:30,CONSOLIDATION_BREAKOUT,60,1317,142,0.10782080485952923,142,119,0.31627567264255096,-0.13703532333129975,0.4859154929577465,1.9030500537959583,-1.3175182533525314,29.330985915492956,0.36166771141391574,-0.11758728875835682,0.8344323917816511
DEV,FULL_4,3,10:30,CONSOLIDATION_BREAKOUT,120,1317,142,0.10782080485952923,142,119,0.4031820727717216,-0.03100633230975738,0.5,2.441110947613044,-1.8732201385263745,29.330985915492956,0.4741057717213065,-0.056048310694556645,1.0818891361648417
DEV,FULL_4,3,10:30,IMMEDIATE,30,1317,1317,1.0,1316,439,0.09353373593313218,0.015706916583750424,0.5022796352583586,1.131287922928212,-1.03373925571917,5.0,0.09427031319421149,0.001483619125395245,0.19078666304904096
DEV,FULL_4,3,10:30,IMMEDIATE,60,1317,1317,1.0,1316,439,0.13431260446634014,-0.017497690479791002,0.48556231003039513,1.4975579252420874,-1.3073145616885113,5.0,0.13501974620160892,0.018807932083056884,0.258463150103358
DEV,FULL_4,3,10:30,IMMEDIATE,120,1317,1317,1.0,1316,439,0.13575978052816623,-0.06686517959214572,0.4756838905775076,1.9533087544871948,-1.719583030637323,5.0,0.13652283266473123,-0.02138816874122025,0.29423191495343726
DEV,FULL_4,3,10:30,PULLBACK_NEW_HIGH,30,1317,350,0.26575550493545935,350,253,0.088851929968534,-0.0037563724174735124,0.49142857142857144,1.2605693775124047,-1.089967328378592,23.17142857142857,0.0687097104867238,-0.10391700503662242,0.2271891546760039
DEV,FULL_4,3,10:30,PULLBACK_NEW_HIGH,60,1317,350,0.26575550493545935,350,253,0.11551293405462766,0.014692596106053304,0.5028571428571429,1.6364718322992589,-1.4258342478934003,23.17142857142857,0.1484040706622432,-0.0948362223226584,0.38870536044885223
DEV,FULL_4,3,10:30,PULLBACK_NEW_HIGH,120,1317,350,0.26575550493545935,350,253,0.18636255401155866,-0.05654823805274902,0.4857142857142857,2.176120056894291,-1.9422507467383217,23.17142857142857,0.16359691430001438,-0.13189746127060936,0.46476738325861855
DEV,FULL_4,3,10:30,VWAP_RECLAIM,30,1317,277,0.21032649962034927,277,206,0.2295251865282027,0.07912158889067523,0.5090252707581228,1.1934918552330958,-0.9079098640493922,20.9927797833935,0.2395685611495136,0.06821095550418581,0.43968982211213786
DEV,FULL_4,3,10:30,VWAP_RECLAIM,60,1317,277,0.21032649962034927,277,206,0.21681783637103874,0.0,0.4981949458483754,1.5476436935315636,-1.1956558859211794,20.9927797833935,0.20846715057308396,-0.010002665329509665,0.4189476142479768
DEV,FULL_4,3,10:30,VWAP_RECLAIM,120,1317,277,0.21032649962034927,277,206,0.04755269468131541,-0.028835063437139406,0.49097472924187724,1.9466490099675915,-1.7117588426771582,20.9927797833935,0.0035079002452956345,-0.3149729570513455,0.3049251493130416
DEV,FULL_4,3,11:00,CONSOLIDATION_BREAKOUT,30,1317,73,0.0554290053151101,73,68,0.16335291735845156,-0.16872964169380303,0.4246575342465753,1.4263578941748347,-1.13276355858958,28.63013698630137,0.2617239906507922,-0.18301584458198292,0.8436278678733146
DEV,FULL_4,3,11:00,CONSOLIDATION_BREAKOUT,60,1317,73,0.0554290053151101,73,68,0.04996961052938108,-0.23661810443609332,0.4246575342465753,1.9268361895878512,-1.6320549033052418,28.63013698630137,0.19728514309247547,-0.49039500163523736,0.911834124474743
