exit_reason,trades,pct,net_pnl,avg_net_r,avg_gross_r,avg_duration_minutes
STOP,7,0.4666666666666667,-20920.61630279513,-1.201416249856555,-1.106989261222191,75.71428571428571
EOD,4,0.26666666666666666,1345.6103957159637,0.1337362987252931,0.19794290610848247,293.75
TARGET,4,0.26666666666666666,17679.34114044331,1.7736745100550442,1.8782616843823607,90.0
