trades,wins,losses,win_rate,gross_pnl,charges,net_pnl,return_pct,profit_factor,expectancy_r,avg_win,avg_loss,max_drawdown,max_drawdown_pct,sharpe_daily,max_consecutive_losses,avg_realized_r,avg_mfe_r,avg_mae_r,avg_duration_minutes,strategy_gap_min_pct,strategy_opening_range_minutes,strategy_rvol_min,strategy_rvol_lookback_days,strategy_daily_sma_days,strategy_atr_period,strategy_stop_mode,strategy_atr_multiple,strategy_target_r,strategy_earliest_entry,strategy_latest_entry,backtest_initial_capital,backtest_risk_pct,backtest_max_trades_per_day,backtest_slippage_bps_each_side
15,6,9,0.4,1430.7254036073537,3326.390170243209,-1895.6647666358579,-0.37913295332717156,0.9147959172575701,-0.05201803425830244,3392.1425929979528,-2472.057813847064,-11930.449823831266,-2.3435060368284204,-0.5671996307237117,4,-0.05201803425830244,1.1179030139710087,-0.7601586134395241,137.66666666666666,1.5,15,5.0,20,200,14,atr,1.5,2.0,09:30,14:45,500000.0,0.005,1,5.0
